物品ID,物品名称,显示名称,品质,分类,标签,描述,口径,最大堆叠,默认堆叠,单价,可堆叠,可使用,重量,耐久度
228,Tec_Light_Lv_1,战术手电 Lv1,999,Accessory,Accessory;TecEquip,照射对方头部，使其变得脆弱。,,1,1,380,否,否,0.15,0
229,Tec_Light_Lv_2,战术手电 Lv2,999,Accessory,Accessory;TecEquip,照射对方头部，使其变得脆弱。,,1,1,900,否,否,0.15,0
230,Tec_Light_Lv_3,战术手电 Lv3,999,Accessory,Accessory;TecEquip,照射对方头部，使其变得脆弱。,,1,1,2100,否,否,0.15,0
231,Magazine_Rifle_Lv_1,大口径扩容弹匣 Lv1,999,Accessory,Accessory;Magazine;GunType_AR,增加弹药数量。,,1,1,380,否,否,0.50,0
232,Magazine_Rifle_Lv_2,大口径扩容弹匣 Lv2,999,Accessory,Accessory;Magazine;GunType_AR,增加弹药数量。,,1,1,900,否,否,0.50,0
233,Magazine_Rifle_Lv_3,大口径扩容弹匣 Lv3,999,Accessory,Accessory;Magazine;GunType_AR,增加弹药数量。,,1,1,2100,否,否,0.25,0
234,Magazine_SMG_Lv_1,小口径扩容弹匣 Lv1,999,Accessory,Accessory;Magazine;GunType_SMG,增加弹药数量。,,1,1,380,否,否,0.25,0
235,Magazine_SMG_Lv_2,小口径扩容弹匣 Lv2,999,Accessory,Accessory;Magazine;GunType_SMG,增加弹药数量。,,1,1,900,否,否,0.25,0
236,Magazine_SMG_Lv_3,小口径扩容弹匣 Lv3,999,Accessory,Accessory;Magazine;GunType_SMG,增加弹药数量。,,1,1,2100,否,否,0.25,0
238,L_AK102_Lv_2,AK-103,4,Weapon,Weapon;Gun;GunType_AR;Repairable,AK-47的现代化版本，继承了其可靠性的同时，在各方面也有进一步的提升。,AR,1,1,6049,否,否,3.40,120
240,L_AK47_Lv_2,AK-47,3,Weapon,Weapon;Gun;GunType_AR;Repairable,经典的制式步枪，威力较大，结构简单，维护方便，但后座力较大，精度一般。,AR,1,1,3550,否,否,4.30,120
242,L_MF_Lv_2,MF,3,Weapon,Weapon;Gun;GunType_AR;Western;Repairable,装备非常广泛的制式武器，精度高，后坐力小的同时能支持大部分配件的安装。,AR,1,1,3956,否,否,2.85,100
244,L_RPK_Lv_2,RPK,5,Weapon,Weapon;Gun;GunType_AR;Repairable,基于AK-47设计的轻型机枪，载弹量巨大，通常用于火力支援。,AR,1,1,12181,否,否,5.80,100
246,Sniper_VPO,VPO-101,3,Weapon,Weapon;Gun;GunType_SNP;Repairable,射击精度高且有不俗的爆头伤害，虽然口径看上去是步枪，但在鸭科夫被当作狙击枪使用。,SNP,1,1,5086,否,否,4.41,120
248,Shot_Hand_Lv_2,土制猎枪,1,Weapon,Weapon;Gun;GunType_SHT;Repairable,小作坊里手搓的霰弹枪，各方面的性能表现都非常一般。,SHT,1,1,264,否,否,2.10,100
250,Shot_MP155_Lv_2,MP-155,2,Weapon,Weapon;Gun;GunType_SHT;Repairable,气动式霰弹枪，虽然需要手动装填，但载弹量在霰弹枪中相当不错。,SHT,1,1,1703,否,否,3.80,100
252,S_AK74_Lv_2,AK-74U,2,Weapon,Weapon;Gun;GunType_SMG;Repairable,基于AK-47进行了短管设计，因为威力下降，被鸭鸭们降格为了冲锋枪。,SMG,1,1,1510,否,否,2.71,100
254,S_GLick_Lv_2,格力克,2,Weapon,Weapon;Gun;GunType_PST;Western;Repairable,重量轻，可靠性高，弹容量大，深受各路鸭鸭的喜欢。,SMG,1,1,1030,否,否,0.65,100
256,S_MMG_Lv_2,MMG,3,Weapon,Weapon;Gun;GunType_AR;Western;Repairable,MF的前身，各方面都非常均衡的制式武器。,AR,1,1,4242,否,否,3.10,100
258,S_MP7_Lv_2,MP7,3,Weapon,Weapon;Gun;GunType_SMG;Western;Repairable,射程和稳定性都相当出色的制式冲锋枪，对配件的支持也相当好。,SMG,1,1,4042,否,否,1.80,100
260,S_UAK45_Lv_2,UP-45,2,Weapon,Weapon;Gun;GunType_SMG;Repairable,各方面表现都相当均衡的民用冲锋枪。,SMG,1,1,1678,否,否,3.49,100
262,S_UZI_Lv_2,UZI,3,Weapon,Weapon;Gun;GunType_SMG;Western;Repairable,非常紧凑轻巧的制式冲锋枪，相较于其他冲锋枪有非常高的爆头伤害。,SMG,1,1,3473,否,否,2.70,100
263,Grip_AS_Lv_4,突击握把 Lv4,999,Accessory,Accessory;Grip,增强稳定性。,,1,1,5000,否,否,0.40,0
264,Grip_SP_Lv_4,快拆握把 Lv4,999,Accessory,Accessory;Grip,增强稳定性。,,1,1,5000,否,否,0.40,0
265,Grip_Verticle_Lv_4,垂直握把 Lv4,999,Accessory,Accessory;Grip,增强稳定性。,,1,1,5000,否,否,0.40,0
266,Magazine_Rifle_Lv_4,大口径扩容弹匣 Lv4,999,Accessory,Accessory;Magazine;GunType_AR,增加弹药数量。,,1,1,5000,否,否,0.25,0
267,Magazine_SMG_Lv_4,小口径扩容弹匣 Lv4,999,Accessory,Accessory;Magazine;GunType_SMG,增加弹药数量。,,1,1,5000,否,否,0.25,0
268,Muzzle_L_Type_4,大口径制退器 Lv.4,999,Accessory,Accessory;Muzzle;GunType_AR,可增加精确度。,,1,1,5000,否,否,0.25,0
269,Muzzle_Shot_Type_4,霰弹枪集束器 Lv.4,999,Accessory,Accessory;Muzzle;GunType_SHT,可增加精确度。,,1,1,5000,否,否,0.25,0
270,Muzzle_Sniper_Type_4,狙击枪消音器 Lv.4,999,Accessory,Accessory;Muzzle;GunType_SNP,可增加精确度。,,1,1,5000,否,否,0.25,0
271,Muzzle_S_Type_4,小口径制退器 Lv.4,999,Accessory,Accessory;Muzzle;GunType_SMG,可增加精确度。,,1,1,5000,否,否,0.25,0
272,Scope_4X_Lv_4,4倍镜 Lv4,999,Accessory,Accessory;Scope,可增加精确度。,,1,1,5000,否,否,0.50,0
273,Scope_8X_Lv_4,8倍镜 Lv4,999,Accessory,Accessory;Scope,可增加精确度。,,1,1,5000,否,否,0.80,0
274,Scope_Digit_Lv_4,数字瞄具 Lv4,999,Accessory,Accessory;Scope,可增加精确度。,,1,1,5000,否,否,0.25,0
275,Scope_Holo_Lv_4,全息瞄具 Lv4,999,Accessory,Accessory;Scope,可增加精确度。,,1,1,5000,否,否,0.25,0
276,Scope_Long_Lv_4,快速瞄具 Lv4,999,Accessory,Accessory;Scope,可增加精确度。,,1,1,5000,否,否,0.25,0
277,Scope_RedDot_Lv_4,红点瞄具 Lv4,999,Accessory,Accessory;Scope,可增加精确度。,,1,1,5000,否,否,0.25,0
278,Stock_Rifle_Lv_4,步枪枪托 Lv4,999,Accessory,Accessory;Stock;GunType_AR,增强稳定性。,,1,1,5000,否,否,0.70,0
279,Stock_Shot_Lv_4,霰弹枪托 Lv4,999,Accessory,Accessory;Stock;GunType_SHT,增强稳定性。,,1,1,5000,否,否,0.70,0
280,Stock_SMG_Lv_4,冲锋枪枪托 Lv4,999,Accessory,Accessory;Stock;GunType_SMG,增强稳定性。,,1,1,5000,否,否,0.70,0
281,Stock_Sniper_Lv_4,狙击枪枪托 Lv4,999,Accessory,Accessory;Stock;GunType_SNP,增强稳定性。,,1,1,5000,否,否,0.70,0
282,Tec_Lazer_Lv_4,战术激光 Lv4,999,Accessory,Accessory;TecEquip,更加精准的射击。,,1,1,5000,否,否,0.15,0
283,Tec_Light_Lv_4,战术手电 Lv4,999,Accessory,Accessory;TecEquip,照射对方头部，使其变得脆弱。,,1,1,5000,否,否,0.15,0
284,1_Blueprint,蓝图模板,9,Formula,Formula;Formula_Blueprint,用于研发武器：XXXX。,,1,1,10500,否,否,0.40,0
285,BP_AK102,蓝图：AK-103,4,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：AK-103。,,1,1,50,否,否,0.10,0
286,BP_AK47,蓝图：AK-47,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：AK-47。,,1,1,50,否,否,0.10,0
287,BP_AK74U,蓝图：AK-74U,2,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：AK-74U。,,1,1,50,否,否,0.10,0
289,BP_HAND,蓝图：土制猎枪,1,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：土制猎枪。,,1,1,50,否,否,0.10,0
290,BP_MF,蓝图：MF,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：MF。,,1,1,50,否,否,0.10,0
291,BP_MMG,蓝图：MMG,4,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：MMG。,,1,1,50,否,否,0.10,0
292,BP_MP155,蓝图：MP-155,2,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：MP-155。,,1,1,50,否,否,0.10,0
293,BP_MP7,蓝图：MP7,4,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：MP7。,,1,1,50,否,否,0.10,0
294,BP_RPK,蓝图：RPK,5,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：RPK。,,1,1,50,否,否,0.10,0
295,BP_VPO,蓝图：VPO-101,6,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：VPO-101。,,1,1,50,否,否,0.10,0
296,BP_UAK45,蓝图：UAK-45,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：UAK-45。,,1,1,50,否,否,0.10,0
297,BP_UZI,蓝图：UZI,4,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：UZI。,,1,1,50,否,否,0.10,0
298,HardDrive,移动硬盘,3,Electric,Electric;Computer,能够承载数据的移动硬盘，质量非常好。,,3,1,239,是,否,0.19,0
299,Quest_HardDrive_Dormitory,移动硬盘：宿舍楼,2,Quest,Quest,装有宿舍电脑数据的硬盘。,,1,1,1,否,否,0.20,0
300,Quest_HardDrive_GasStation,移动硬盘：加油站录像,2,Quest,Quest,装有加油站监控录像的硬盘。,,1,1,1,否,否,0.20,0
301,FloppyDisk,J-Lab软盘,4,Electric,Electric;Computer,装有加密数据的软盘。,,3,1,1200,是,否,0.10,0
302,1_EnemyGun_Template,枪,9,Weapon,Weapon;Gun,一挺机枪，高续航。,AR_L,1,1,95000,否,否,5.00,100
303,EGun_SHOT_Storm_NoGraphic,???,9,Weapon,Weapon;Gun;DestroyOnLootBox,*Item_EGun_SHOT_Storm_NoGraphic_Desc*,Enemy,1,1,284,否,否,4.00,50
304,EGun_AR_Storm_NoGraphic,???,9,Weapon,Weapon;Gun;DestroyOnLootBox,*Item_EGun_AR_Storm_NoGraphic_Desc*,Enemy,1,1,284,否,否,4.00,50
305,PigKnife,切肉刀,1,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot,看起来很粗犷的刀，不是很锋利。,,1,1,175,否,否,0.65,0
306,Axe,战斧,5,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot;Special,狂战士专用。,,1,1,1975,否,否,3.00,0
307,1_Armor_Template,一级防弹衣,9,Armor,Armor;Equipment,比纸还薄，能挡一发水弹枪。,,1,1,13000,否,否,3.00,45
308,ColdCore,冷核碎片,2,Special,Special,发出幽幽的蓝光。,,6,1,250,是,否,0.20,0
309,FlamingCore,赤核碎片,2,Special,Special,不稳定，散发巨大能量。,,6,1,500,是,否,0.20,0
310,EGun_Magic,???,9,Weapon,Weapon;Gun;DestroyOnLootBox,*Item_EGun_Magic_Desc*,Enemy,1,1,284,否,否,4.00,50
311,EGun_SMG_Storm_NoGraphic,???,9,Weapon,Weapon;Gun;DestroyOnLootBox,*Item_EGun_SMG_Storm_NoGraphic_Desc*,Enemy,1,1,284,否,否,4.00,50
312,Key_Card_Factory,工厂门禁卡,3,Key,Key,工厂员工的门禁卡。,,1,1,2185,否,否,0.20,0
313,Key_Card_Factory_Uncrack,工厂门禁卡(加密),6,Quest,Quest,工厂员工的门禁卡（已被加密，无法使用）。,,1,1,1,否,否,0.20,0
314,BP_Weapon_0_Basic,武器蓝图：基础,99,Formula,Formula;Formula_Blueprint,用于研发武器的基础蓝图。,,1,1,800,否,否,0.30,0
315,BP_Weapon_2_Pro,武器蓝图：专业,99,Formula,Formula;Formula_Blueprint,用于研发武器的专业蓝图。,,1,1,3000,否,否,0.30,0
316,BP_Weapon_1_Advanced,武器蓝图：进阶,99,Formula,Formula;Formula_Blueprint,用于研发武器的进阶蓝图。,,1,1,2000,否,否,0.30,0
317,BP_Weapon_3_Ultimate,武器蓝图：终极,99,Formula,Formula;Formula_Blueprint,用于研发武器的终极蓝图。,,1,1,3000,否,否,0.30,0
318,Totem_Armor 2,图腾:甲胄 Ⅱ,3,Totem,Totem;DontDropOnDeadInSlot,大幅增强防护属性。,,1,1,2000,否,否,0.30,0
319,Totem_Armor,图腾:甲胄 Ⅰ,1,Totem,Totem;DontDropOnDeadInSlot,增强防护属性。,,1,1,350,否,否,0.30,0
320,Totem_GunDamage 2,图腾:进击 Ⅱ,4,Totem,Totem;DontDropOnDeadInSlot,大幅提高枪械的伤害。,,1,1,3500,否,否,0.30,0
321,Totem_GunDamage,图腾:进击 Ⅰ,2,Totem,Totem;DontDropOnDeadInSlot,提高枪械的伤害。,,1,1,1000,否,否,0.30,0
322,Totem_MeleeAttack 2,图腾:战士 II,3,Totem,Totem;DontDropOnDeadInSlot,中幅增加近战输出。,,1,1,2000,否,否,0.30,0
323,Totem_MeleeAttack,图腾:战士 I,2,Totem,Totem;DontDropOnDeadInSlot,小幅增加近战输出。,,1,1,1000,否,否,0.30,0
324,Totem_Speed 2,图腾:轻盈 Ⅱ,4,Totem,Totem;DontDropOnDeadInSlot,增加移动能力。,,1,1,3500,否,否,0.30,0
325,Totem_Strong 3,图腾:健壮 Ⅲ,4,Totem,Totem;DontDropOnDeadInSlot,负重属性增强，背包容量增加。,,1,1,3500,否,否,0.30,0
326,Bullet_Rocket,火箭弹 Lv1,5,Bullet,Bullet,发射器弹药。,Rocket,6,1,500,是,否,0.80,0
327,Rocket_RPG_Lv_1,RPG-7,6,Weapon,Weapon;Gun;GunType_Rocket;Repairable,爆炸性伤害，咻~~~砰！,Rocket,1,1,8531,否,否,6.30,100
328,GPU,显示卡,5,Electric,Electric;Computer;ComputerParts_GPU,久经沙场的图形处理卡，布满灰尘。,,1,1,21436,否,否,1.50,0
329,PowerBank,充电宝,3,Electric,Electric,物美价廉的充电宝，不过充不了几次。,,1,1,810,否,否,0.41,0
330,InformationFiles,情报文件,5,Information,Information,包含了各种机密信息的情报文件。,,1,1,4176,否,否,0.19,0
331,LEDX,LEDX皮肤透照仪,5,Medic,Medic,血管显像仪，用于显示血管，便于注射。,,1,1,32514,否,否,0.81,0
332,Bolt,螺栓,1,Tool,Tool,略微生锈的螺栓，硬度够用。,,50,1,193,是,否,0.15,0
333,Bulb,灯泡,2,Tool,Tool,普通的灯泡，看起来还能工作。,,20,1,255,是,否,0.11,0
334,Bulb2,节能灯,3,Tool,Tool,亮起来更加省电，不过看起来质量不太好。,,20,1,827,是,否,0.30,0
335,Nut,螺母,1,Tool,Tool,充满划痕的螺母。,,50,1,222,是,否,0.14,0
336,Cable,电源线,2,Electric,Electric;Computer,电脑用的电源线。,,5,1,514,是,否,0.29,0
337,Cables,电线,1,Electric,Electric;Computer,各种电线。,,20,1,150,是,否,0.08,0
338,CDDriver,CD驱动器,2,Electric,Electric;Computer,用来读取CD光盘。,,3,1,579,是,否,0.50,0
339,CircuitBoard,电路板,2,Electric,Electric;Computer,电脑主板。,,5,1,496,是,否,0.41,0
340,ElectricParts,电子元件,1,Electric,Electric;Computer,不知道是啥的奇怪电子零件。,,50,1,235,是,否,0.07,0
341,EnemyGun_Spider_Rifle,???,9,Weapon,Weapon;Gun;DestroyOnLootBox,*Item_EnemyGun_Spider_Rifle_Desc*,Enemy,1,1,218,否,否,4.00,50
342,EnemyGun_Spider_Ring,???,9,Weapon,Weapon;Gun;DestroyOnLootBox,*Item_EnemyGun_Spider_Ring_Desc*,Enemy,1,1,229,否,否,4.00,50
343,FishingRod,破旧鱼竿,1,Tool,Tool;Weapon;MeleeWeapon;Special,又破又旧的钓竿。,,1,1,287,否,否,0.20,0
344,Bait1,*Item_Bait1*,93,Bait,Bait,*Item_Bait1_Desc*,,3,1,212,是,否,0.30,0
345,Bait2,*Item_Bait2*,94,Bait,Bait,*Item_Bait2_Desc*,,3,1,212,是,否,0.30,0
346,Fish1,一级鱼,92,Fish,Fish,*Item_Fish1_Desc*,,1,1,83,否,否,2.00,0
347,Fish2,二级鱼,93,Fish,Fish,*Item_Fish2_Desc*,,1,1,83,否,否,2.00,0
348,Bait3,*Item_Bait3*,95,Bait,Bait,*Item_Bait3_Desc*,,3,1,212,是,否,0.30,0
349,Fish3,三级鱼,94,Fish,Fish,*Item_Fish3_Desc*,,1,1,83,否,否,2.00,0
350,Bullet_AR_S_Poison,S-涂毒弹,999,Bullet,Bullet;Element,子弹表面涂抹毒药。,SMG,240,30,12,是,否,0.01,0
351,Bullet_AR_S_Electric,S-电击弹,999,Bullet,Bullet;Element,释放电流的子弹，有时候能麻痹敌人。,SMG,240,30,22,是,否,0.01,0
352,Bullet_AR_L_Electric,L-电击弹,999,Bullet,Bullet;Element,集中的瞬间释放电力。,AR,180,30,20,是,否,0.02,0
353,Bullet_AR_L_Space,L-空间弹,999,Bullet,Bullet;Element,借助地核力量，能够扭曲空间，破坏坚硬的结构。,AR,180,30,35,是,否,0.02,0
354,Bullet_AR_S_Space,S-空间弹,999,Bullet,Bullet;Element,借助地核力量，能够扭曲空间，破坏坚硬的结构。,SMG,240,30,30,是,否,0.01,0
355,Bullet_SHOT_Piercing2,霰弹-穿甲弹,999,Bullet,Bullet,能够穿透低级护甲。,SHT,80,20,30,是,否,0.04,0
356,AnimalWeapon,空手,9,Weapon,Weapon;MeleeWeapon;DestroyOnLootBox,*Item_AnimalWeapon_Desc*,,1,1,175,否,否,3.00,0
357,A_Bow_Lv_1,劣质弓,1,Weapon,Weapon;Gun;GunType_ARR;Repairable,就是一根木棒中间绑了根绳子，可以凑合用用。,ARR,1,1,218,否,否,0.50,50
358,Bullet_Arrow_Normal,木箭矢,999,Bullet,Bullet,用树枝制作的箭矢。,ARR,20,10,25,是,否,0.10,0
359,Key_GroundZero_GHouse,灰房子钥匙,2,Key,Key,零号区域的一处民房钥匙。,,1,1,380,否,否,0.20,0
360,Key_GroundZero_Storage,杂物围栏钥匙,2,Key,Key,山丘一处不起眼的杂物堆放处。,,1,1,459,否,否,0.20,0
361,Wood,木料,1,Tool,Tool,经过了加工的木料。,,50,1,102,是,否,0.41,0
362,MetalSlice,金属片,1,Tool,Tool,略微生锈的金属片。,,50,2,89,是,否,0.20,0
363,Bullet_AR_L_Rusted,L-过期子弹,999,Bullet,Bullet,已经过了使用年限，一碰就碎。甚至连纸都打不穿。打这种子弹会较快降低枪械耐久。,AR,180,30,1,是,否,0.02,0
364,Bullet_AR_S_Rusted,S-生锈子弹,999,Bullet,Bullet,生了锈的小口径子弹。打不穿任何东西。打这种子弹会较快降低枪械耐久。,SMG,240,30,1,是,否,0.01,0
365,WoodStick,木棍,1,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot,可以挥来挥去的木棍，非常直。,,1,1,10,否,否,0.50,0
366,Quest_Letter_EquipmentMercent,老朋友的信,2,Quest,Quest,看见对面的营地没，后面有一块铁丝网坏掉了，然后他们用铁皮给补上了，但是一点也不牢靠，我用一个撬棍就能轻松打开。我之前从那进了不少货。,,1,1,1,否,否,0.20,0
367,WeaponParts,武器零件,1,Tool,Tool,一堆用来制造枪械的零件。,,50,1,128,是,否,0.38,0
368,Feather,虚化的羽毛,2,Special,Special,感觉很快就会消失。,,15,1,200,是,否,0.02,0
369,Totem_PhysicResist,图腾:抗物 Ⅰ,2,Totem,Totem;DontDropOnDeadInSlot,免疫流血。,,1,1,1000,否,否,0.30,0
370,Totem_FinalDash,图腾：马拉松 Ⅰ,2,Totem,Totem;DontDropOnDeadInSlot,小幅减少耐力消耗。,,1,1,1000,否,否,0.30,0
371,Totem_Hunger,图腾：饥饿大师,3,Totem,Totem;DontDropOnDeadInSlot,减少能量和水分的消耗。,,1,1,2000,否,否,0.30,0
372,Totem_Stamina,图腾：耐力,3,Totem,Totem;DontDropOnDeadInSlot,增加耐力上限，并加快体力恢复速度。,,1,1,1900,否,否,0.30,0
373,Quest_Blueprint_TeleporterMachine,传送装置图纸,2,Quest,Quest,详细描述了传送装置的制作过程，异常的简单。,,1,1,200,否,否,0.20,0
374,Formula_Template,配方：MD40,99,Formula,Formula;Formula_Normal,制作MD40的配方。,,1,1,253,否,否,0.20,0
375,Quest_HardDrive_GroundZero_Signal,农场镇传送密钥,2,Quest,Quest,有了这个，我们就可以传送到农场镇了。,,1,1,1,否,否,0.20,0
376,BP_RPG,蓝图：RPG发射器,6,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：RPG。,,1,1,50,否,否,0.10,0
377,Formula_Trap,配方：捕兽夹,99,Formula,Formula;Formula_Blueprint,制作捕兽陷阱的配方。,,1,1,253,否,否,0.20,0
378,Formula_WD40,配方：MD40,99,Formula,Formula;Formula_Blueprint,制作MD40的配方。,,1,1,253,否,否,0.20,0
379,ArmorCai,背带衣,9,Armor,Armor;Equipment;Repairable,Music~,,1,1,350,否,否,0.98,45
380,Basketball,T.H篮球,3,Daily,Daily,气还很足。,,1,1,500,否,否,0.52,0
381,Formula_ArmorCai,配方：背带衣,99,Formula,Formula;Formula_Blueprint,谢谢。,,1,1,253,否,否,0.20,0
382,Formula_Wrench03,配方：撬棍,99,Formula,Formula;Formula_Blueprint,制作撬棍的配方。,,1,1,253,否,否,0.20,0
383,Formula_Cable,配方：电源线,99,Formula,Formula;Formula_Blueprint,制作电源线的配方。,,1,1,253,否,否,0.20,0
384,Key_Machine,机械钥匙,1,Key,Key,打开某个车门的钥匙。,,1,1,220,否,否,0.20,0
385,Quest_Watch,怀表,4,Quest,Quest,好像是锌合金做的。,,1,1,774,否,否,0.50,0
386,Quest_List_GroundZeroGoods,货物清单,2,Quest,Quest,武器运送货物清单。,,1,1,1,否,否,0.20,0
387,Formula_CircuitBoard,配方：电路板,99,Formula,Formula;Formula_Blueprint,在工作台制作电路板的配方。,,1,1,253,否,否,0.20,0
388,BitCoin,0.2BTC,5,Luxury,Luxury,这玩意也有实体的？,,1,1,15631,否,否,0.05,0
389,Quest_Letter_InShop,神秘留言,9,Special,Special,告诉你，售货机里的东西，都超贵！售卖价格翻了好几倍！而且回收价竟然只有原价的一半！奸商，奸商！,,1,1,1,否,否,0.10,0
390,Bullet_Energy_S,小型能量弹,999,Bullet,Bullet,为小型能量武器提供能量。,PWS,120,30,25,是,否,0.01,0
391,Energy_CubeGun,方块枪,9,Weapon,Weapon;Gun;GunType_PWS;Special;Repairable,小巧的电属性能量发射武器。,PWS,1,1,1018,否,否,2.00,100
392,BP_CubeGun,蓝图：方块枪,6,Formula,Formula;Formula_Blueprint,用于研发能量武器：方块枪。,,1,1,50,否,否,0.10,0
393,BP_Bullet_Energy_S,蓝图：小型能量弹药,6,Formula,Formula;Formula_Blueprint,手工制作小型能量弹药的方法。,,1,1,50,否,否,0.10,0
394,ComputeCore,计算核心,2,Special,Special,蜘蛛型机器人的计算核心。,,5,1,500,是,否,1.50,0
395,Jinitaimei,黑色针剂,6,Injector,Injector;Medic,原型是BeLand公司研发的“脏水”生化药剂。J-Lab经过两年半研究，对其进行改良，极大降低了对宿主造成的副作用。药物全称是Ginius-PEP-Mg，也可称作基尼肽镁。,,3,1,34,是,是,0.21,0
396,Formula_Jinitaimei,配方：黑色药剂,99,Formula,Formula;Formula_Medic,在医疗站解锁黑色药剂的配方。,,1,1,253,否,否,0.20,0
397,BitcoinMiner,比特币矿机,2,Special,Special,*Item_BitcoinMiner_Desc*,,1,1,500,否,否,1.50,0
398,Injection_Weight,负重针,3,Injector,Injector;Medic,增加负重，持续240秒。,,3,1,648,是,是,0.21,0
399,Bullet_Arrow_Explosion,爆炸箭,999,Bullet,Bullet;Element,这玩意没有安全爆炸距离。,ARR,5,1,500,是,否,0.25,0
400,BP_ArrowExplosion,蓝图：爆炸箭,6,Formula,Formula;Formula_Blueprint,在工作台制作爆炸箭的配方。,,1,1,50,否,否,0.10,0
401,BP_GPU_Potato,蓝图：土豆显卡,6,Formula,Formula;Formula_Blueprint,手搓土豆显卡的图纸，上面还画了大便的俯视图，不知是何用意。,,1,1,50,否,否,0.10,0
402,GPU_Potato,土豆显卡,9,Electric,Electric;Computer;ComputerParts_GPU,真是一场奇迹。,,1,1,800,否,否,1.20,0
403,Potato,土豆,1,Food,Food;Crop,土豆的香气。,,3,1,230,是,否,0.18,0
404,Bullet_SHOT_Rusted,霰弹-破烂,999,Bullet,Bullet,弹壳已经老化了，里面的弹丸估计也好不到哪去。,SHT,80,20,3,是,否,0.04,0
405,BP_GasMask,蓝图：防毒面具,99,Formula,Formula;Formula_Blueprint,制作防毒面具的蓝图。,,1,1,50,否,否,0.10,0
406,Bullet_Sniper_Rusted,狙击-劣质子弹,999,Bullet,Bullet,偷工减料的子弹。,SNP,30,10,19,是,否,0.05,0
